SalesOrderNumber;OrderDate;ProductKey;ResellerKey;EmployeeKey;SalesTerritoryKey;Quantity;Unit Price;Sales;Cost
SO46367;20/06/2018;320;222;282;3;2;$419.46;$838.92;$826.29
SO46367;20/06/2018;342;222;282;3;2;$419.46;$838.92;$826.29
SO46367;20/06/2018;262;222;282;3;2;$183.94;$367.88;$362.97
SO46367;20/06/2018;340;222;282;3;2;$419.46;$838.92;$826.29
SO46367;20/06/2018;310;222;282;3;2;$2,146.96;$4,293.92;$4,342.59
SO46671;27/07/2018;461;523;282;3;2;$53.99;$107.98;$74.24
SO46671;27/07/2018;414;523;282;3;2;$149.03;$298.06;$220.57
SO46671;27/07/2018;439;523;282;3;2;$780.82;$1,561.64;$1,444.51
SO46671;27/07/2018;445;523;282;3;2;$35.99;$71.98;$49.49
SO46671;27/07/2018;422;523;282;3;2;$67.54;$135.08;$99.96
SO46671;27/07/2018;389;523;282;3;2;$600.26;$1,200.52;$1,211.3
SO46671;27/07/2018;454;523;282;3;2;$35.99;$71.98;$49.49
SO46671;27/07/2018;415;523;282;3;2;$198.04;$396.08;$293.09
SO47041;25/08/2018;448;79;282;3;2;$11.99;$23.98;$16.49
SO47041;25/08/2018;341;79;282;3;2;$469.79;$939.58;$973.41
SO47041;25/08/2018;368;79;282;3;2;$1,466.01;$2,932.02;$3,037.57
SO47041;25/08/2018;233;79;282;3;2;$28.84;$57.68;$58.16
SO47041;25/08/2018;224;79;282;3;2;$5.19;$10.38;$10.46
SO47063;29/08/2018;362;348;282;3;2;$1,229.46;$2,458.92;$2,211.62
SO47065;29/08/2018;399;546;282;3;2;$33.77;$67.54;$49.99
SO47065;29/08/2018;236;546;282;3;2;$28.84;$57.68;$58.16
SO47065;29/08/2018;221;546;282;3;2;$20.19;$40.38;$27.76
SO47065;29/08/2018;297;546;282;3;2;$736.15;$1,472.3;$1,307.39
SO47065;29/08/2018;456;546;282;3;2;$44.99;$89.98;$61.87
SO47065;29/08/2018;233;546;282;3;2;$28.84;$57.68;$58.16
SO47065;29/08/2018;401;546;282;3;2;$65.6;$131.2;$97.09
SO47065;29/08/2018;354;546;282;3;2;$1,242.85;$2,485.7;$2,235.71
SO47724;29/10/2018;415;523;282;3;2;$198.04;$396.08;$293.09
SO47724;29/10/2018;414;523;282;3;2;$149.03;$298.06;$220.57
SO47724;29/10/2018;464;523;282;3;2;$14.13;$28.26;$19.43
SO47724;29/10/2018;273;523;282;3;2;$202.33;$404.66;$374.31
SO47724;29/10/2018;254;523;282;3;2;$183.94;$367.88;$340.29
SO48065;23/11/2018;213;79;282;3;2;$20.19;$40.38;$27.76
SO48065;23/11/2018;379;79;282;3;2;$1,308.94;$2,617.88;$2,641.37
SO48065;23/11/2018;458;79;282;3;2;$44.99;$89.98;$61.87
SO48065;23/11/2018;448;79;282;3;2;$11.99;$23.98;$16.49
SO48065;23/11/2018;433;79;282;3;2;$324.45;$648.9;$600.24
SO48065;23/11/2018;368;79;282;3;2;$1,466.01;$2,932.02;$3,037.57
SO48065;23/11/2018;375;79;282;3;2;$1,308.94;$2,617.88;$2,641.37
SO48065;23/11/2018;321;79;282;3;2;$469.79;$939.58;$973.41
SO48065;23/11/2018;216;79;282;3;2;$20.19;$40.38;$27.76
SO48089;30/11/2018;421;546;282;3;2;$196.33;$392.66;$290.57
SO48089;30/11/2018;221;546;282;3;2;$20.19;$40.38;$27.76
SO48089;30/11/2018;468;546;282;3;2;$22.79;$45.58;$31.34
SO48089;30/11/2018;358;546;282;3;2;$1,229.46;$2,458.92;$2,211.62
SO48089;30/11/2018;297;546;282;3;2;$736.15;$1,472.3;$1,307.39
SO48089;30/11/2018;236;546;282;3;2;$28.84;$57.68;$58.16
SO48089;30/11/2018;453;546;282;3;2;$35.99;$71.98;$49.49
SO48791;30/01/2019;368;523;282;3;2;$1,466.01;$2,932.02;$3,037.57
SO48791;30/01/2019;335;523;282;3;2;$469.79;$939.58;$973.41
SO48791;30/01/2019;447;523;282;3;2;$15;$30;$20.63
SO48791;30/01/2019;460;523;282;3;2;$53.99;$107.98;$74.24
SO48791;30/01/2019;323;523;282;3;2;$469.79;$939.58;$973.41
SO49147;25/02/2019;323;79;282;3;2;$469.79;$939.58;$973.41
SO49147;25/02/2019;368;79;282;3;2;$1,466.01;$2,932.02;$3,037.57
SO49147;25/02/2019;329;79;282;3;2;$469.79;$939.58;$973.41
SO49147;25/02/2019;221;79;282;3;2;$20.19;$40.38;$27.76
SO49166;28/02/2019;421;546;282;3;2;$196.33;$392.66;$290.57
SO49166;28/02/2019;367;546;282;3;2;$647.99;$1,295.98;$1,196.87
SO49166;28/02/2019;366;546;282;3;2;$647.99;$1,295.98;$1,196.87
SO49893;30/04/2019;454;523;282;3;2;$35.99;$71.98;$49.49
SO49893;30/04/2019;339;523;282;3;2;$469.79;$939.58;$973.41
SO49893;30/04/2019;414;523;282;3;2;$149.03;$298.06;$220.57
SO49893;30/04/2019;271;523;282;3;2;$202.33;$404.66;$374.31
SO49893;30/04/2019;213;523;282;3;2;$20.19;$40.38;$27.76
SO49893;30/04/2019;464;523;282;3;2;$14.13;$28.26;$19.43
SO49893;30/04/2019;333;523;282;3;2;$469.79;$939.58;$973.41
SO49893;30/04/2019;263;523;282;3;2;$202.33;$404.66;$374.31
SO49893;30/04/2019;447;523;282;3;2;$15;$30;$20.63
SO50304;28/05/2019;456;79;282;3;2;$44.99;$89.98;$61.87
SO50304;28/05/2019;263;79;282;3;2;$202.33;$404.66;$374.31
SO50304;28/05/2019;331;79;282;3;2;$469.79;$939.58;$973.41
SO50304;28/05/2019;325;79;282;3;2;$469.79;$939.58;$973.41
SO50304;28/05/2019;271;79;282;3;2;$202.33;$404.66;$374.31
SO50322;31/05/2019;409;546;282;3;2;$209.26;$418.52;$371.64
SO50322;31/05/2019;401;546;282;3;2;$65.6;$131.2;$97.09
SO50322;31/05/2019;308;546;282;3;2;$744.27;$1,488.54;$1,321.83
SO50322;31/05/2019;456;546;282;3;2;$44.99;$89.98;$61.87
SO50322;31/05/2019;464;546;282;3;2;$14.13;$28.26;$19.43
SO50322;31/05/2019;448;546;282;3;2;$11.99;$23.98;$16.49
SO50322;31/05/2019;427;546;282;3;2;$209.26;$418.52;$371.64
SO51151;22/07/2019;482;523;282;3;2;$5.39;$10.78;$6.72
SO51151;22/07/2019;390;523;282;3;2;$672.29;$1,344.58;$1,426.16
SO51151;22/07/2019;434;523;282;3;2;$356.9;$713.8;$721.89
SO51151;22/07/2019;240;523;282;3;2;$858.9;$1,717.8;$1,737.27
SO51151;22/07/2019;584;523;282;3;2;$323.99;$647.98;$687.3
SO51151;22/07/2019;481;523;282;3;2;$5.39;$10.78;$6.72
SO51151;22/07/2019;287;523;282;3;2;$202.33;$404.66;$409.25
SO51151;22/07/2019;255;523;282;3;2;$202.33;$404.66;$409.25
SO51151;22/07/2019;606;523;282;3;2;$323.99;$647.98;$687.3
SO51151;22/07/2019;430;523;282;3;2;$356.9;$713.8;$721.89
SO51151;22/07/2019;246;523;282;3;2;$858.9;$1,717.8;$1,737.27
SO51151;22/07/2019;472;523;282;3;2;$38.1;$76.2;$47.5
SO51813;21/08/2019;534;348;282;3;2;$149.87;$299.74;$273.57
SO51822;22/08/2019;490;546;282;3;2;$32.39;$64.78;$83.14
SO51822;22/08/2019;525;546;282;3;2;$158.43;$316.86;$289.19
SO51822;22/08/2019;591;546;282;3;2;$338.99;$677.98;$616.44
SO51822;22/08/2019;594;546;282;3;2;$338.99;$677.98;$616.44
SO51822;22/08/2019;592;546;282;3;2;$338.99;$677.98;$616.44
SO51822;22/08/2019;543;546;282;3;2;$37.25;$74.5;$55.14
SO51828;23/08/2019;287;79;282;3;2;$202.33;$404.66;$409.25
SO51828;23/08/2019;384;79;282;3;2;$672.29;$1,344.58;$1,426.16
SO51828;23/08/2019;234;79;282;3;2;$29.99;$59.98;$76.98
SO53582;24/09/2019;222;223;282;3;2;$20.99;$41.98;$26.17
SO53582;24/09/2019;552;223;282;3;2;$54.89;$109.78;$81.24
SO53582;24/09/2019;603;223;282;3;2;$72.89;$145.78;$107.88
SO53582;24/09/2019;573;223;282;3;2;$1,430.44;$2,860.88;$2,963.88
SO53582;24/09/2019;234;223;282;3;2;$29.99;$59.98;$76.98
SO53582;24/09/2019;576;223;282;3;2;$1,430.44;$2,860.88;$2,963.88
SO55324;29/10/2019;547;523;282;3;2;$48.59;$97.18;$71.92
SO55324;29/10/2019;606;523;282;3;2;$323.99;$647.98;$687.3
SO55324;29/10/2019;231;523;282;3;2;$29.99;$59.98;$76.98
SO55324;29/10/2019;255;523;282;3;2;$202.33;$404.66;$409.25
SO55324;29/10/2019;436;523;282;3;2;$356.9;$713.8;$721.89
SO55324;29/10/2019;584;523;282;3;2;$323.99;$647.98;$687.3
SO55324;29/10/2019;488;523;282;3;2;$32.39;$64.78;$83.14
SO55324;29/10/2019;376;523;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO57121;18/11/2019;382;79;282;3;2;$672.29;$1,344.58;$1,426.16
SO57121;18/11/2019;214;79;282;3;2;$20.99;$41.98;$26.17
SO57121;18/11/2019;378;79;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO57121;18/11/2019;547;79;282;3;2;$48.59;$97.18;$71.92
SO57124;19/11/2019;353;348;282;3;2;$1,391.99;$2,783.98;$2,531.24
SO57186;29/11/2019;597;546;282;3;2;$323.99;$647.98;$589.16
SO57186;29/11/2019;515;546;282;3;2;$16.27;$32.54;$24.08
SO57186;29/11/2019;402;546;282;3;2;$72.16;$144.32;$106.8
SO57186;29/11/2019;483;546;282;3;2;$72;$144;$89.76
SO57186;29/11/2019;598;546;282;3;2;$323.99;$647.98;$589.16
SO57186;29/11/2019;475;546;282;3;2;$41.99;$83.98;$52.35
SO57186;29/11/2019;231;546;282;3;2;$29.99;$59.98;$76.98
SO57186;29/11/2019;491;546;282;3;2;$32.39;$64.78;$83.14
SO57186;29/11/2019;465;546;282;3;2;$14.69;$29.38;$18.32
SO59016;19/12/2019;568;223;282;3;2;$445.41;$890.82;$922.89
SO59016;19/12/2019;564;223;282;3;2;$1,430.44;$2,860.88;$2,963.88
SO59016;19/12/2019;586;223;282;3;2;$445.41;$890.82;$922.89
SO59016;19/12/2019;560;223;282;3;2;$728.91;$1,457.82;$1,510.3
SO61210;14/01/2020;483;523;282;3;2;$72;$144;$89.76
SO61210;14/01/2020;545;523;282;3;2;$24.29;$48.58;$35.96
SO61210;14/01/2020;581;523;282;3;2;$1,020.59;$2,041.18;$2,165.02
SO61210;14/01/2020;487;523;282;3;2;$32.99;$65.98;$41.13
SO61210;14/01/2020;606;523;282;3;2;$323.99;$647.98;$687.3
SO61210;14/01/2020;382;523;282;3;2;$672.29;$1,344.58;$1,426.16
SO61210;14/01/2020;434;523;282;3;2;$356.9;$713.8;$721.89
SO63257;24/02/2020;581;79;282;3;2;$1,020.59;$2,041.18;$2,165.02
SO63257;24/02/2020;380;79;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO63257;24/02/2020;604;79;282;3;2;$323.99;$647.98;$687.3
SO63257;24/02/2020;483;79;282;3;2;$72;$144;$89.76
SO63257;24/02/2020;378;79;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO63257;24/02/2020;491;79;282;3;2;$32.39;$64.78;$83.14
SO63257;24/02/2020;606;79;282;3;2;$323.99;$647.98;$687.3
SO63257;24/02/2020;234;79;282;3;2;$29.99;$59.98;$76.98
SO63257;24/02/2020;545;79;282;3;2;$24.29;$48.58;$35.96
SO63291;28/02/2020;359;546;282;3;2;$1,376.99;$2,753.98;$2,503.96
SO63291;28/02/2020;600;546;282;3;2;$323.99;$647.98;$589.16
SO63291;28/02/2020;598;546;282;3;2;$323.99;$647.98;$589.16
SO63291;28/02/2020;524;546;282;3;2;$158.43;$316.86;$289.19
SO63291;28/02/2020;591;546;282;3;2;$338.99;$677.98;$616.44
SO65261;21/03/2020;564;223;282;3;2;$1,430.44;$2,860.88;$2,963.88
SO65261;21/03/2020;579;223;282;3;2;$728.91;$1,457.82;$1,510.3
SO65261;21/03/2020;560;223;282;3;2;$728.91;$1,457.82;$1,510.3
SO67347;29/04/2020;484;523;282;3;2;$4.77;$9.54;$5.95
SO67347;29/04/2020;584;523;282;3;2;$323.99;$647.98;$687.3
SO67347;29/04/2020;376;523;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO67347;29/04/2020;547;523;282;3;2;$48.59;$97.18;$71.92
SO67347;29/04/2020;580;523;282;3;2;$1,020.59;$2,041.18;$2,165.02
SO67347;29/04/2020;480;523;282;3;2;$1.37;$2.74;$1.71
SO67347;29/04/2020;418;523;282;3;2;$356.9;$713.8;$721.89
SO67347;29/04/2020;374;523;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO69503;20/05/2020;376;79;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO69503;20/05/2020;231;79;282;3;2;$29.99;$59.98;$76.98
SO69503;20/05/2020;372;79;282;3;2;$1,466.01;$2,932.02;$3,109.9
SO69503;20/05/2020;488;79;282;3;2;$32.39;$64.78;$83.14
SO69503;20/05/2020;545;79;282;3;2;$24.29;$48.58;$35.96
SO69503;20/05/2020;217;79;282;3;2;$20.99;$41.98;$26.17
SO69559;30/05/2020;593;348;282;3;2;$113;$226;$616.44
SO69561;31/05/2020;490;546;282;3;2;$32.39;$64.78;$83.14
SO69561;31/05/2020;598;546;282;3;2;$323.99;$647.98;$589.16
SO69561;31/05/2020;594;546;282;3;2;$113;$226;$616.44
SO47004;19/08/2018;396;484;290;10;2;$74.84;$149.68;$110.76
SO47004;19/08/2018;448;484;290;10;2;$11.99;$23.98;$16.49
SO47004;19/08/2018;216;484;290;10;2;$20.19;$40.38;$27.76
SO47004;19/08/2018;454;484;290;10;2;$35.99;$71.98;$49.49
SO47004;19/08/2018;364;484;290;10;2;$647.99;$1,295.98;$1,196.87
SO47004;19/08/2018;305;484;290;10;2;$736.15;$1,472.3;$1,307.39
SO47004;19/08/2018;360;484;290;10;2;$1,229.46;$2,458.92;$2,211.62
SO47004;19/08/2018;412;484;290;10;2;$180.13;$360.26;$266.59
SO47004;19/08/2018;457;484;290;10;2;$44.99;$89.98;$61.87
SO47062;29/08/2018;356;683;290;10;2;$1,242.85;$2,485.7;$2,235.71
SO47062;29/08/2018;469;683;290;10;2;$22.79;$45.58;$31.34
SO47062;29/08/2018;354;683;290;10;2;$1,242.85;$2,485.7;$2,235.71
SO47062;29/08/2018;352;683;290;10;2;$1,242.85;$2,485.7;$2,235.71
SO47062;29/08/2018;419;683;290;10;2;$52.65;$105.3;$77.92
SO48084;28/11/2018;458;592;290;10;2;$44.99;$89.98;$61.87
SO48084;28/11/2018;221;592;290;10;2;$20.19;$40.38;$27.76
SO48084;28/11/2018;224;592;290;10;2;$5.19;$10.38;$10.46
SO48084;28/11/2018;233;592;290;10;2;$28.84;$57.68;$58.16
SO49892;28/04/2019;323;641;290;10;2;$469.79;$939.58;$973.41
SO50244;14/05/2019;339;430;290;10;2;$469.79;$939.58;$973.41
SO50244;14/05/2019;323;430;290;10;2;$469.79;$939.58;$973.41
SO50244;14/05/2019;383;430;290;10;2;$600.26;$1,200.52;$1,211.3
SO50244;14/05/2019;456;430;290;10;2;$44.99;$89.98;$61.87
SO50244;14/05/2019;377;430;290;10;2;$1,308.94;$2,617.88;$2,641.37
SO50244;14/05/2019;415;430;290;10;2;$198.04;$396.08;$293.09
SO50244;14/05/2019;448;430;290;10;2;$11.99;$23.98;$16.49
SO50244;14/05/2019;321;430;290;10;2;$469.79;$939.58;$973.41
SO50244;14/05/2019;368;430;290;10;2;$1,466.01;$2,932.02;$3,037.57
SO50244;14/05/2019;460;430;290;10;2;$53.99;$107.98;$74.24
SO50244;14/05/2019;337;430;290;10;2;$469.79;$939.58;$973.41
SO50244;14/05/2019;333;430;290;10;2;$469.79;$939.58;$973.41
SO50686;9/06/2019;468;322;290;10;2;$22.79;$45.58;$31.34
SO50722;20/06/2019;325;16;290;10;2;$469.79;$939.58;$973.41
SO50722;20/06/2019;333;16;290;10;2;$469.79;$939.58;$973.41
SO50722;20/06/2019;221;16;290;10;2;$20.19;$40.38;$27.76
SO50722;20/06/2019;370;16;290;10;2;$1,466.01;$2,932.02;$3,037.57
SO50722;20/06/2019;335;16;290;10;2;$469.79;$939.58;$973.41
SO50722;20/06/2019;371;16;290;10;2;$1,308.94;$2,617.88;$2,641.37
SO50722;20/06/2019;265;16;290;10;2;$202.33;$404.66;$374.31
SO50722;20/06/2019;460;16;290;10;2;$53.99;$107.98;$74.24
SO50722;20/06/2019;385;16;290;10;2;$600.26;$1,200.52;$1,211.3
SO50722;20/06/2019;373;16;290;10;2;$1,308.94;$2,617.88;$2,641.37
SO50722;20/06/2019;453;16;290;10;2;$35.99;$71.98;$49.49
SO50722;20/06/2019;377;16;290;10;2;$1,308.94;$2,617.88;$2,641.37
SO51815;21/08/2019;523;556;290;10;2;$31.58;$63.16;$46.74
SO51815;21/08/2019;558;556;290;10;2;$242.99;$485.98;$359.63
SO51815;21/08/2019;586;556;290;10;2;$334.06;$668.12;$922.89
SO51815;21/08/2019;576;556;290;10;2;$1,430.44;$2,860.88;$2,963.88
SO51815;21/08/2019;499;556;290;10;2;$602.35;$1,204.7;$1,203.49
SO51815;21/08/2019;552;556;290;10;2;$54.89;$109.78;$81.24
SO51815;21/08/2019;559;556;290;10;2;$12.14;$24.28;$17.97
SO53512;11/09/2019;543;88;290;10;2;$37.25;$74.5;$55.14
SO53512;11/09/2019;590;88;290;10;2;$461.69;$923.38;$839.56
SO53512;11/09/2019;402;88;290;10;2;$72.16;$144.32;$106.8
SO53512;11/09/2019;475;88;290;10;2;$41.99;$83.98;$52.35
SO53512;11/09/2019;597;88;290;10;2;$323.99;$647.98;$589.16
SO53512;11/09/2019;363;88;290;10;2;$1,376.99;$2,753.98;$2,503.96
SO53512;11/09/2019;531;88;290;10;2;$149.87;$299.74;$273.57
SO53512;11/09/2019;599;88;290;10;2;$323.99;$647.98;$589.16
SO53512;11/09/2019;595;88;290;10;2;$338.99;$677.98;$616.44
SO53512;11/09/2019;290;88;290;10;2;$818.7;$1,637.4;$1,494.4
SO53512;11/09/2019;515;88;290;10;2;$16.27;$32.54;$24.08
SO53512;11/09/2019;592;88;290;10;2;$338.99;$677.98;$616.44
SO53512;11/09/2019;516;88;290;10;2;$23.48;$46.96;$34.76
SO53512;11/09/2019;524;88;290;10;2;$158.43;$316.86;$289.19
SO53512;11/09/2019;513;88;290;10;2;$218.45;$436.9;$398.75
SO53512;11/09/2019;357;88;290;10;2;$1,391.99;$2,783.98;$2,531.24
SO57185;29/11/2019;572;556;290;10;2;$445.41;$890.82;$922.89
SO57185;29/11/2019;552;556;290;10;2;$54.89;$109.78;$81.24
SO57185;29/11/2019;564;556;290;10;2;$1,430.44;$2,860.88;$2,963.88
SO58908;1/12/2019;560;448;290;10;2;$728.91;$1,457.82;$1,510.3
SO58908;1/12/2019;577;448;290;10;2;$728.91;$1,457.82;$1,510.3
SO58908;1/12/2019;483;448;290;10;2;$72;$144;$89.76
SO58908;1/12/2019;502;448;290;10;2;$200.05;$400.1;$399.7
SO58908;1/12/2019;234;448;290;10;2;$29.99;$59.98;$76.98
SO59064;29/12/2019;592;502;290;10;2;$338.99;$677.98;$616.44
SO59064;29/12/2019;361;502;290;10;2;$1,376.99;$2,753.98;$2,503.96
SO59064;29/12/2019;514;502;290;10;2;$63.9;$127.8;$94.57
SO59064;29/12/2019;298;502;290;10;2;$809.76;$1,619.52;$1,478.08
SO59064;29/12/2019;595;502;290;10;2;$338.99;$677.98;$616.44
SO59064;29/12/2019;591;502;290;10;2;$338.99;$677.98;$616.44
SO59064;29/12/2019;556;502;290;10;2;$105.29;$210.58;$155.84
SO59064;29/12/2019;295;502;290;10;2;$818.7;$1,637.4;$1,494.4
SO63173;10/02/2020;580;430;290;10;2;$1,020.59;$2,041.18;$2,165.02
SO63173;10/02/2020;380;430;290;10;2;$1,466.01;$2,932.02;$3,109.9
SO63173;10/02/2020;482;430;290;10;2;$5.39;$10.78;$6.72
SO63173;10/02/2020;378;430;290;10;2;$1,466.01;$2,932.02;$3,109.9
SO63173;10/02/2020;584;430;290;10;2;$323.99;$647.98;$687.3
SO63242;21/02/2020;475;683;290;10;2;$41.99;$83.98;$52.35
SO63254;23/02/2020;583;592;290;10;2;$1,020.59;$2,041.18;$2,165.02
SO63254;23/02/2020;382;592;290;10;2;$672.29;$1,344.58;$1,426.16
SO63254;23/02/2020;481;592;290;10;2;$5.39;$10.78;$6.72
SO47969;2/11/2018;360;686;290;7;2;$1,229.46;$2,458.92;$2,211.62
SO47969;2/11/2018;354;686;290;7;2;$1,242.85;$2,485.7;$2,235.71
SO49078;8/02/2019;352;535;290;7;2;$1,242.85;$2,485.7;$2,235.71
SO49078;8/02/2019;362;535;290;7;2;$1,229.46;$2,458.92;$2,211.62
SO49078;8/02/2019;459;535;290;7;2;$53.99;$107.98;$74.24
SO49078;8/02/2019;354;535;290;7;2;$1,242.85;$2,485.7;$2,235.71
SO49078;8/02/2019;356;535;290;7;2;$1,242.85;$2,485.7;$2,235.71
SO49078;8/02/2019;409;535;290;7;2;$209.26;$418.52;$371.64
SO49078;8/02/2019;294;535;290;7;2;$744.27;$1,488.54;$1,321.83
SO49134;20/02/2019;360;247;290;7;2;$1,229.46;$2,458.92;$2,211.62
SO49134;20/02/2019;470;247;290;7;2;$22.79;$45.58;$31.34
SO49134;20/02/2019;358;247;290;7;2;$1,229.46;$2,458.92;$2,211.62
SO51170;31/07/2019;255;639;290;8;2;$202.33;$404.66;$409.25
SO51737;9/08/2019;583;301;290;7;2;$1,020.59;$2,041.18;$2,165.02
SO51737;9/08/2019;580;301;290;7;2;$1,020.59;$2,041.18;$2,165.02
SO51837;25/08/2019;586;266;290;8;2;$334.06;$668.12;$922.89
SO51837;25/08/2019;465;266;290;8;2;$14.69;$29.38;$18.32
SO51837;25/08/2019;214;266;290;8;2;$20.99;$41.98;$26.17
SO51837;25/08/2019;493;266;290;8;2;$200.05;$400.1;$399.7
SO51837;25/08/2019;484;266;290;8;2;$4.77;$9.54;$5.95
SO51837;25/08/2019;560;266;290;8;2;$728.91;$1,457.82;$1,510.3
SO51837;25/08/2019;506;266;290;8;2;$200.05;$400.1;$399.7
SO51837;25/08/2019;577;266;290;8;2;$728.91;$1,457.82;$1,510.3
SO51837;25/08/2019;548;266;290;8;2;$48.59;$97.18;$71.92
SO51837;25/08/2019;500;266;290;8;2;$602.35;$1,204.7;$1,203.49
SO51837;25/08/2019;553;266;290;8;2;$27.65;$55.3;$40.93
SO51861;30/08/2019;225;662;290;7;2;$5.39;$10.78;$13.84
SO51861;30/08/2019;214;662;290;7;2;$20.99;$41.98;$26.17
SO51861;30/08/2019;496;662;290;7;2;$602.35;$1,204.7;$1,203.49
SO51861;30/08/2019;552;662;290;7;2;$54.89;$109.78;$81.24
SO51861;30/08/2019;579;662;290;7;2;$728.91;$1,457.82;$1,510.3
SO51861;30/08/2019;569;662;290;7;2;$334.06;$668.12;$922.89
SO51861;30/08/2019;555;662;290;7;2;$63.9;$127.8;$94.57
SO57056;8/11/2019;474;247;290;7;2;$41.99;$83.98;$52.35
SO57058;8/11/2019;523;103;290;7;2;$31.58;$63.16;$46.74
SO57058;8/11/2019;574;103;290;7;2;$1,430.44;$2,860.88;$2,963.88
SO57058;8/11/2019;570;103;290;7;2;$445.41;$890.82;$922.89
SO57058;8/11/2019;563;103;290;7;2;$1,430.44;$2,860.88;$2,963.88
SO57058;8/11/2019;514;103;290;7;2;$63.9;$127.8;$94.57
SO57058;8/11/2019;579;103;290;7;2;$728.91;$1,457.82;$1,510.3
SO58968;12/12/2019;561;319;290;7;2;$1,430.44;$2,860.88;$2,963.88
SO58968;12/12/2019;573;319;290;7;2;$1,430.44;$2,860.88;$2,963.88
SO58968;12/12/2019;579;319;290;7;2;$728.91;$1,457.82;$1,510.3
SO59044;24/12/2019;563;536;290;8;2;$1,430.44;$2,860.88;$2,963.88
SO59044;24/12/2019;579;536;290;8;2;$728.91;$1,457.82;$1,510.3
SO59044;24/12/2019;496;536;290;8;2;$602.35;$1,204.7;$1,203.49
SO59044;24/12/2019;559;536;290;8;2;$12.14;$24.28;$17.97
SO59044;24/12/2019;499;536;290;8;2;$602.35;$1,204.7;$1,203.49
SO59044;24/12/2019;603;536;290;8;2;$72.89;$145.78;$107.88
SO59044;24/12/2019;501;536;290;8;2;$72.88;$145.76;$107.86
SO59044;24/12/2019;574;536;290;8;2;$1,430.44;$2,860.88;$2,963.88
SO63229;20/02/2020;476;656;290;7;2;$41.99;$83.98;$52.35
SO63229;20/02/2020;474;656;290;7;2;$41.99;$83.98;$52.35
SO65201;9/03/2020;558;536;290;8;2;$242.99;$485.98;$359.63
SO65201;9/03/2020;573;536;290;8;2;$1,430.44;$2,860.88;$2,963.88
SO65201;9/03/2020;567;536;290;8;2;$445.41;$890.82;$922.89
SO65201;9/03/2020;565;536;290;8;2;$445.41;$890.82;$922.89
SO65201;9/03/2020;571;536;290;8;2;$445.41;$890.82;$922.89
SO45814;29/04/2018;348;485;272;5;2;$2,024.99;$4,049.98;$3,796.19
SO46369;20/06/2018;326;126;272;2;2;$419.46;$838.92;$826.29
SO46977;11/08/2018;325;107;272;2;2;$469.79;$939.58;$973.41
SO46977;11/08/2018;414;107;272;2;2;$149.03;$298.06;$220.57
SO46993;16/08/2018;391;233;272;2;2;$88.93;$177.86;$131.62
SO46993;16/08/2018;393;233;272;2;2;$137.69;$275.38;$203.79
SO46993;16/08/2018;394;233;272;2;2;$20.52;$41.04;$30.37
SO46993;16/08/2018;466;233;272;2;2;$14.13;$28.26;$19.43
SO46993;16/08/2018;364;233;272;2;2;$647.99;$1,295.98;$1,196.87
SO46993;16/08/2018;411;233;272;2;2;$125.42;$250.84;$185.61
SO46993;16/08/2018;294;233;272;2;2;$744.27;$1,488.54;$1,321.83
SO46993;16/08/2018;427;233;272;2;2;$209.26;$418.52;$371.64
SO46993;16/08/2018;352;233;272;2;2;$1,242.85;$2,485.7;$2,235.71
SO47730;31/10/2018;410;252;272;2;2;$36.45;$72.9;$53.94
SO47730;31/10/2018;420;252;272;2;2;$141.62;$283.24;$209.59
SO47730;31/10/2018;409;252;272;2;2;$209.26;$418.52;$371.64
SO47730;31/10/2018;356;252;272;2;2;$1,242.85;$2,485.7;$2,235.71
SO47730;31/10/2018;366;252;272;2;2;$647.99;$1,295.98;$1,196.87
SO47730;31/10/2018;364;252;272;2;2;$647.99;$1,295.98;$1,196.87
SO48359;22/12/2018;375;90;272;5;2;$1,308.94;$2,617.88;$2,641.37
SO48359;22/12/2018;462;90;272;5;2;$14.13;$28.26;$19.43
SO48359;22/12/2018;286;90;272;5;2;$183.94;$367.88;$340.29
SO48359;22/12/2018;454;90;272;5;2;$35.99;$71.98;$49.49
SO48359;22/12/2018;448;90;272;5;2;$11.99;$23.98;$16.49
SO48359;22/12/2018;445;90;272;5;2;$35.99;$71.98;$49.49
SO48359;22/12/2018;224;90;272;5;2;$5.19;$10.38;$10.46
SO53485;7/09/2019;523;573;294;9;2;$31.58;$63.16;$46.74
SO53485;7/09/2019;576;573;294;9;2;$1,430.44;$2,860.88;$2,963.88
SO53485;7/09/2019;601;573;294;9;2;$32.39;$64.78;$47.94
SO53485;7/09/2019;562;573;294;9;2;$953.63;$1,907.26;$2,963.88
SO53485;7/09/2019;501;573;294;9;2;$72.88;$145.76;$107.86
SO53485;7/09/2019;521;573;294;9;2;$16.27;$32.54;$24.08
SO53485;7/09/2019;568;573;294;9;2;$334.06;$668.12;$922.89
SO53485;7/09/2019;573;573;294;9;2;$1,430.44;$2,860.88;$2,963.88
